MessageID,Verdict,,,,,,,,,,,,,,
<CAN6oZN+6JN0jtB_EFamAbY_w7vrY_4s_aiwy6NOGMJQau9xCVw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<173719314307.374.11864797570321348815@tradesmart24.pl>,bec,,,,,,,,,,,,,,
<39e7cd3ed69951d77e61945d39bfb2d5@webmail.flcgil.it>,scam,,,,,,,,,,,,,,
<CAMB-niGiOzzuohcq-o2oks_SJ5pE1vb8ph19bST5+Tp3=V5Tnw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAMB-niE8hwnpvSLv-_7tPZjBfxGV5VwPRKRqJeqzCJUr0c4OiA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<bc0a042f8aac4b6694278a2548301007@misrpetroleum.com.eg>,scam,,,,,,,,,,,,,,
<CAN6oZN+ZrMomQm4=mGw183L=WY7-TGuui04Xr219KCrnAMDDCQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<2025439455-5784@wmail.mariab.ae>,scam,,,,,,,,,,,,,,
<CACppOhoLCuX=yjAqpB4VdDF0ps6L_LvCQO8-m5GTE=bmD=t5_A@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CACppOhoLCuX=yjAqpB4VdDF0ps6L_LvCQO8-m5GTE=bmD=t5_A@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CACppOhoLCuX=yjAqpB4VdDF0ps6L_LvCQO8-m5GTE=bmD=t5_A@mail.gmail.com>,scam,,,,,,,,,,,,,,
<C0.9C.07955.15FDA876@i-0402bad5b4304ae35.mta1vrest.sd.prd.sparkpost>,phishing,,,,,,,,,,,,,,
<autogen-java-3716fa6c-3579-49a4-bc00-f5d0d6ccc2b4@google.com>,phishing,,,,,,,,,,,,,,
<46079f069c0c1752b3fcb37ba06c5997@webmail.flcgil.it>,scam,,,,,,,,,,,,,,
<20250118085903.C4A47433340@mail.bcvrn.ru>,scam,,,,,,,,,,,,,,
<85589ead-d190-4298-b9ca-8a6bf5c39944@DB1PEPF00039234.eurprd03.prod.outlook.com>,scam,,,,,,,,,,,,,,
<3A147FAE4B5A4D73BF4874138388C7B1.MAI@reval.net.co>,scam,,,,,,,,,,,,,,
<20250115034853.A52E10E2295020A3@gmail.com>,scam,,,,,,,,,,,,,,
<CADMXvd-pZZhGEKE_oN4xPtmrk=vUp27HsKQ570HRi7RCi+rjcA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<62.B2.22662.BB86B876@i-0dccc29f536f247e0.mta1vrest.sd.prd.sparkpost>,phishing,,,,,,,,,,,,,,
<dd294db285238ab2268f6eadfabec732@webmail.flcgil.it>,scam,,,,,,,,,,,,,,
<a4881a75-1e12-4136-b8e5-8d34aa6c21be.369m369r@interpassengerterminalexpo.co.in>,phishing,,,,,,,,,,,,,,
<a42301a6-cdfe-46eb-8df7-97765b374df6@DB5PEPF00014B9F.eurprd02.prod.outlook.com>,scam,,,,,,,,,,,,,,
<0844de4e-3d82-4a9c-b085-c82e1485844d@AM2PEPF0001C715.eurprd05.prod.outlook.com>,scam,,,,,,,,,,,,,,
<CAJeoFxZhNC2RO4Dz-+f_qr=cw+BQHvAw+L3a=1yDtc+cQNqNew@mail.gmail.com>,scam,,,,,,,,,,,,,,
<70969c56-a886-4e8d-912a-89b99ca13a3c@AMS1EPF00000045.eurprd04.prod.outlook.com>,scam,,,,,,,,,,,,,,
<424a984c-b1bd-4196-a8c6-b4d7823b7487.369m369r@interpassengerterminalshow.co.in>,phishing,,,,,,,,,,,,,,
<bb8aee3a-87d3-45ba-ba54-75ca788b58df@DB1PEPF000509F2.eurprd02.prod.outlook.com>,scam,,,,,,,,,,,,,,
<95fa565c-bf08-4385-a9a8-fec76a241a68@DB1PEPF0003922D.eurprd03.prod.outlook.com>,scam,,,,,,,,,,,,,,
<D36135ABEC0744E7AB81F40AEF3C0C45.MAI@reval.net.co>,scam,,,,,,,,,,,,,,
<01020194786f62d4-9cddf485-87bb-42d1-ae24-c786d584bf74-000000@eu-west-1.amazonses.com>,scam,,,,,,,,,,,,,,
<CA+w808z1ATotvb2nAA0qyv0YkEy3zGMSrbYU+Bz=CNy=A5WoSA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAM89HkzJkkUAcrYM6XTDNkUJ9QUTrJGbcLQPO=UC6pN=GXqypA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<3D.AD.07612.FFD5B876@i-07a32dda73a57e8e0.mta1vrest.sd.prd.sparkpost>,phishing,,,,,,,,,,,,,,
<CALAGod0n+beZTN9uEvAGw14af+2+9q+MOMUdBJK-p=mKJh4AaQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<2785853b-fae1-42e2-895e-6554db8c7781@AMS1EPF0000004B.eurprd04.prod.outlook.com>,scam,,,,,,,,,,,,,,
<CAN+RKLA0p5b0DbL0hQAh+uZYagg_BE=MLtiLY=cTaxbL9O2rhQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<2238af82-c85f-485b-ade7-030cd6f87e38.369m369r@interpassengerterminalshow.co.in>,phishing,,,,,,,,,,,,,,
<CAFnU4_bsyCfm_Eyn=3bUddZaLTmq8p7otHOqtmTO0mtasXZvoQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAFnU4_YyuTJkF++pvQeQ=rJX0QEn+x0wzgnte+eyjF_iKow9AQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<17c92fc06933cb963d1ab5a5e92666e8@webmail.flcgil.it>,scam,,,,,,,,,,,,,,
<autogen-java-95b5f185-9d81-4cbf-9750-02b5c7a68bfd@google.com>,phishing,,,,,,,,,,,,,,
<CA+VYhM3p1_+YaDKTL5aYBnJz-tHfcP9Og-QJaO=jZKqvx8uPRA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CA+VYhM0jf190Eut1DBS92305VgF+VVjiGgbF7Q9zeRirqQu-0Q@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAEmeCF1+auaN9i5B4tEtbLjkcjF_6YqQLRXbatiWZ6c8j4Rd3w@mail.gmail.com>,scam,,,,,,,,,,,,,,
<39404146302321682012439@DESKTOP-0BESROO>,scam,,,,,,,,,,,,,,
<2015912693-4046@mail.cp9.ch>,scam,,,,,,,,,,,,,,
<MN0PR84MB39644B949EA4198B02A9EACEC0E52@MN0PR84MB3964.NAMPRD84.PROD.OUTLOOK.COM>,scam,,,,,,,,,,,,,,
<9e920cf9-10e2-4518-8d37-df9473436b09@confbls.org>,bec,,,,,,,,,,,,,,
<cBpYUfWHbxlJiao6hPtnNAS6fz42ZeIgiKftNY98tl0@hyper-mail.it>,phishing,,,,,,,,,,,,,,
<1607166486.1907486.1737181372750@communicator-new-77df6db45-7xz69>,phishing,,,,,,,,,,,,,,
<517dae4eb23ccc7cc66e544dcf7f6fa69542dccc@lphfbd.info>,malicious,,,,,,,,,,,,,,
<173718034058.2018655.16794242464007595208@tradesmart24.pl>,phishing,,,,,,,,,,,,,,
<20250118140440967.lijun15869120847@gmail.com>,phishing,,,,,,,,,,,,,,
<fba57253-8335-44c1-a34a-cdb06b2215f6@AMS1EPF00000046.eurprd04.prod.outlook.com>,scam,,,,,,,,,,,,,,
<CAM2APSKXA+sfYgyuve-BHG1rP10hhqoFbyBHLdpg-rLou4YyXQ@mail.gmail.com>,bec,,,,,,,,,,,,,,
<20250115034850.607201B538F2080A@gmail.com>,scam,,,,,,,,,,,,,,
<20250115034850.607201B538F2080A@gmail.com>,scam,,,,,,,,,,,,,,
<0dd91db72b6283c999800fd7fec52670@webmail.flcgil.it>,scam,,,,,,,,,,,,,,
<05c6796e-e9e7-4528-b6d8-a213854e4d3f@DU2PEPF00028D09.eurprd03.prod.outlook.com>,scam,,,,,,,,,,,,,,
<autogen-java-71f231f3-7f1e-464b-a189-d219872ebb54@google.com>,phishing,,,,,,,,,,,,,,
<24c7083b-4540-4bae-8e86-d259e4d4e9a4@AM3PEPF0000A78F.eurprd04.prod.outlook.com>,scam,,,,,,,,,,,,,,
<2b1432c8df35c7d6d94d57a2558f207a@webmail.flcgil.it>,scam,,,,,,,,,,,,,,
<8a6f1b5a50d6a9592f6abb7dc5746528@webmail.flcgil.it>,scam,,,,,,,,,,,,,,
<06cb65346d3f8ab953d13139d04d547f@webmail.flcgil.it>,scam,,,,,,,,,,,,,,
<20250116052842.E26B837D1EBBE4A3@scacto.com>,scam,,,,,,,,,,,,,,
<20250118045712.340c2a512e828ca3@us.creditformerchants.com>,phishing,,,,,,,,,,,,,,
<72222c10-589e-4be5-89d1-f877ef8f96d1@AM3PEPF0000A792.eurprd04.prod.outlook.com>,scam,,,,,,,,,,,,,,
<CAA2-rqkdDNQ_QjoRMtbMmQQS49jaJ7HFvu0+O-O29F_ka8V4Mw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAA2-rqkdDNQ_QjoRMtbMmQQS49jaJ7HFvu0+O-O29F_ka8V4Mw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<d38388e3-df14-4ee8-b20b-5704bfde094f@DB1PEPF000509F2.eurprd02.prod.outlook.com>,scam,,,,,,,,,,,,,,
<wip.xserial.s56eIvvn/8VCPzMeBoeSeey0ALSQQ6xyuuD0pVr9MdsHhlQcEtTQyWSqa3+7cTTGJZ4T96bUJsZogcgxhJXBeNa3Gwn02Cm8QLVtRz49tWTbdvnDIsA+TOkknw==@wipinfo.pl>,phishing,,,,,,,,,,,,,,
<mid-c3328c0195840cc97bc7a1a120d2e387-2086@gone.healthcarejobservices.com>,phishing,,,,,,,,,,,,,,
<mid-24d936efab390fe9b924ba4961fe47cc-2314@way.waymohome.com>,phishing,,,,,,,,,,,,,,
<20241119003355.B3486842A4FB7A66@gmail.com>,scam,,,,,,,,,,,,,,
<43994583-f357-44bb-aacd-aa0b8c538944@DU2PEPF0001E9C6.eurprd03.prod.outlook.com>,scam,,,,,,,,,,,,,,
<1fe3c014a470eb1d061ba771a240c083@suzukidealers.in>,scam,,,,,,,,,,,,,,
<678b233a.050a0220.a6b2.521f@mx.google.com>,scam,,,,,,,,,,,,,,
<a2c2faf4-7e34-4516-a6a8-c7d836812472@iconfcee.com>,bec,,,,,,,,,,,,,,
<1052284313.60960217.1737170607552.JavaMail.zimbra@defensoria.org.ar>,scam,,,,,,,,,,,,,,
<1688532437.60960171.1737170585733.JavaMail.zimbra@defensoria.org.ar>,scam,,,,,,,,,,,,,,
<1688532437.60960171.1737170585733.JavaMail.zimbra@defensoria.org.ar>,scam,,,,,,,,,,,,,,
<1957208341.60960104.1737170564116.JavaMail.zimbra@defensoria.org.ar>,scam,,,,,,,,,,,,,,
<C0DFF53E758E4346AEC4F57FD65B8DAF.MAI@reval.net.co>,scam,,,,,,,,,,,,,,
<C0DFF53E758E4346AEC4F57FD65B8DAF.MAI@reval.net.co>,scam,,,,,,,,,,,,,,
<wip.xserial.s56eIvvn/8VCPzMeBoeSeey0ALSQQ6xyuuD0lv+QEKviWFTrlg3HcjX48H7oK3+BwYZfZlu0I81A7hXGpyJM7pHIHn0T2a2rdZ4lR9thfEUauU4HmjG9OafRMg==@wipinfo.pl>,phishing,,,,,,,,,,,,,,
<pqqyxj17371395642259106@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<mssgfi17371395642250111@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<wip.xserial.s56eIvvn/8VCPzMeBoeSeey0ALSQQ6xyuuD0lv+QEKviWFTrlg3HcjX48H7oK3+BwYZffTKt0qB3YtX1mwDjU4K3OeAdDIwI2iFUQfq5RvapuGnM3RZ1v7JA/A==@wipinfo.pl>,phishing,,,,,,,,,,,,,,
<dbc324e4-637a-4913-9188-2f20b23fe851@iad4s12mta1107.xt.local>,bec,,,,,,,,,,,,,,
<7d97da91-1522-47a0-8dfb-7000df25cf21@iad4s13mta1235.xt.local>,bec,,,,,,,,,,,,,,
<678b0ccd.170a0220.275b0c.7d28@mx.google.com>,phishing,,,,,,,,,,,,,,
<31d7f5af-cddd-4868-bda6-3fd33f65bb8b@governmentsuper.com>,phishing,,,,,,,,,,,,,,
<fogojd17371395639776909@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<1737164641816.HSBC.71437932.2499549.9430331910@notification.hsbc.com.cn>,bec,,,,,,,,,,,,,,
<LMs5Gva0v8LGuuzC00Lp1xkbfna6aMCxGQAqwuwI@click.seoauditor.top>,phishing,,,,,,,,,,,,,,
<5A.95.36817.9460B876@i-0e330fd1f98f33dde.mta1vrest.sd.prd.sparkpost>,phishing,,,,,,,,,,,,,,
<ebmhpr17371395638608515@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<8c593ba55195bfb49738913ace0a374c6fe1bc3417@mededicus.com>,phishing,,,,,,,,,,,,,,
<CACppOho0H10dZ33KG+h03DxjT7-BQzWMMY1eycQ4t-2suXxWfA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CACppOhrFj8_LuTwfACW-2LRpx+2fyxSQvs-cNZ3Ro-MQvThJug@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CACppOhrRcHOAE0BcXU+sv8pVtC3nx__r8EcQ=j8h=mzKEPXwkA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<1737162709258.HSBC.estatement.and.eadvice.24681960.2498536.9430197386@notification.hsbc.com.hk>,bec,,,,,,,,,,,,,,
<20250116130450.2255E3DDD26FDE42@mirfin.co.za>,scam,,,,,,,,,,,,,,
<CACppOhqn-32Vb0GdTAnf_Mj7Djn5QbverUcByN_10xbJnf3=vw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<1737162443430.HSBC.estatement.and.eadvice.25076882.2498518.9429991174@notification.hsbc.com.hk>,bec,,,,,,,,,,,,,,
<01000194755ef40f-29f23262-4e46-470a-906e-30d7e5fade87-000000@email.amazonses.com>,bec,,,,,,,,,,,,,,
<cc576649-83d4-4edd-9c66-24d9bda7cd26@atl1s11mta1055.xt.local>,bec,,,,,,,,,,,,,,
<CAADpLhLfL9A4Au4b7kfkcbFVa6rT=vFnKuWWODP8_9jm-aL48A@mail.gmail.com>,scam,,,,,,,,,,,,,,
<612511476.1813169294.1737161116386@abmktmail-batch1d.marketo.org>,bec,,,,,,,,,,,,,,
<CAHyozCZALYAdyymCxwWsLpk7opWEbABKBF+Hj4+0_XQF7Vgbww@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAHyozCa70EXQj4Vtu9Y1_5y62=YRTuyK_=fGPVXxaF-G8_LgDA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAHyozCZALYAdyymCxwWsLpk7opWEbABKBF+Hj4+0_XQF7Vgbww@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAHyozCZEDYse5cpuso_SCQr+SyAS6V=fEwwFUa8Uov2k2sMJxw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAHyozCZEDYse5cpuso_SCQr+SyAS6V=fEwwFUa8Uov2k2sMJxw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAHyozCbntLJPnCVRoXKAQC-MSE4K4bsGD7gVZWNYVc-zkmijEg@mail.gmail.com>,scam,,,,,,,,,,,,,,
<e653545e-8302-4c80-bc76-3768db708821@iad4s13mta1240.xt.local>,bec,,,,,,,,,,,,,,
<CAHyozCY1Ga4u6MHkyMp0gao81tYz=atRr6h18b0QFnFdRgg2bQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAHyozCY1Ga4u6MHkyMp0gao81tYz=atRr6h18b0QFnFdRgg2bQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAHyozCY1Ga4u6MHkyMp0gao81tYz=atRr6h18b0QFnFdRgg2bQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<aa074ee511d5fff13298d17a992d0728f36f78@cardiologia.org.mx>,phishing,,,,,,,,,,,,,,
<B934C3CEF25F4F8C9A64FAF63893E2B0.MAI@reval.net.co>,scam,,,,,,,,,,,,,,
<CAHyozCYXg-zVC7ZsXWLWpTet_3D-vyUG8Fsr7gfxBwrrA9sWNw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAHyozCYXg-zVC7ZsXWLWpTet_3D-vyUG8Fsr7gfxBwrrA9sWNw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAHyozCYc=idL3dMCtmy4-QeXKrz77N_F=aLP1dUJHVxTNB7cdw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<8c1ffa4a-daf5-4202-bddc-e6acfefba918@fra3s50mta463.xt.local>,phishing,,,,,,,,,,,,,,
<CAJXkjvA4S5xKwR_q7f-U+TcRpwbKEsTz4DGwfhre2iD2JYG5bQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<01000194769b4fca-80ab0c50-4e88-420e-9793-e81a77c11112-000000@email.amazonses.com>,malicious,,,,,,,,,,,,,,
<20250117232924.fec8bcbdcf713fb6@morningbus.yourbusinessmorning.com>,bec,,,,,,,,,,,,,,
<06b701db6937$bbf624b0$33e26e10$@itenterprisereports.com>,phishing,,,,,,,,,,,,,,
<06b101db6937$bb6381a0$322a84e0$@itenterprisereports.com>,phishing,,,,,,,,,,,,,,
<06a501db6937$ba3e3b80$2ebab280$@itenterprisereports.com>,phishing,,,,,,,,,,,,,,
<06bd01db6937$bc94d5b0$35be8110$@itenterprisereports.com>,phishing,,,,,,,,,,,,,,
<06ab01db6937$bad12cb0$30738610$@itenterprisereports.com>,phishing,,,,,,,,,,,,,,
<CA+5GEvaP2K=Qhpk-hJ=5T0ZZ=1BFFZPOr9b-etz547Z29nQUeQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CA+5GEvaP2K=Qhpk-hJ=5T0ZZ=1BFFZPOr9b-etz547Z29nQUeQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CA+5GEvaP2K=Qhpk-hJ=5T0ZZ=1BFFZPOr9b-etz547Z29nQUeQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CA+5GEvYvby0dMr9Qe+VM2vcoRenrNvTzz=hM7RPi4Gu_x667OA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CA+5GEvYvby0dMr9Qe+VM2vcoRenrNvTzz=hM7RPi4Gu_x667OA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CA+5GEvYvby0dMr9Qe+VM2vcoRenrNvTzz=hM7RPi4Gu_x667OA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CA+5GEvYvby0dMr9Qe+VM2vcoRenrNvTzz=hM7RPi4Gu_x667OA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<3729024913-25264@mail.ashfieldsystem.net>,scam,,,,,,,,,,,,,,
<01020194768a0c56-734bf5f8-ea29-439b-97df-0f635a0c3d27-000000@eu-west-1.amazonses.com>,scam,,,,,,,,,,,,,,
<8fff5bf0-ac3b-4097-9188-47f6a44f1c52@AM3PEPF0000A795.eurprd04.prod.outlook.com>,scam,,,,,,,,,,,,,,
<CA+5GEvY37ekU6zo3bcgzEeG0FncVfY=4ZiqapXzWTwr8TVDDEg@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAE8SDJajx-1FL37eGrjTR+5GRrzyjiUX+yXbMw6qKCi+5zzbaA@mail.gmail.com>,bec,,,,,,,,,,,,,,
<678adef6.170a0220.1d4edb.bdb9SMTPIN_ADDED_MISSING@mx.google.com>,bec,,,,,,,,,,,,,,
<qstaoc17371395630501949@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<20250117144618.20F9F4F9A29D0A50@urbangroup.com.my>,scam,,,,,,,,,,,,,,
<nhzmnh17371395630343613@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<64dd43bd-4fde-4a24-931e-0c168246ad8e@DB5PEPF00014B8C.eurprd02.prod.outlook.com>,scam,,,,,,,,,,,,,,
<035ebefe-2a02-45e4-928a-d3b5ba89be8e@jeduit.com>,bec,,,,,,,,,,,,,,
<20250117222843.eb8753a7da0fb644@morningbus.yourbusinessmorning.com>,bec,,,,,,,,,,,,,,
<mbazqu17371395628079886@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<4f5d1c09-434d-41b0-bf06-433886f4d9f0@fra3s50mta459.xt.local>,phishing,,,,,,,,,,,,,,
<010001947648af7e-e7673532-3bde-4b9c-bc5c-a7f02a3336f3-000000@email.amazonses.com>,phishing,,,,,,,,,,,,,,
<019475a8-6afe-7d3d-b317-5a0744d595f4@celestiallegends.shop>,phishing,,,,,,,,,,,,,,
<950f3c53-7239-4019-a81e-386308991592@AM2PEPF0001C70B.eurprd05.prod.outlook.com>,scam,,,,,,,,,,,,,,
<b319b8a1-badf-45c5-8152-a1e4338e1df4@iad4s13mta1145.xt.local>,bec,,,,,,,,,,,,,,
<342ae4a8-659e-4f3c-880f-e137f6fc45d4@iad4s13mta1145.xt.local>,bec,,,,,,,,,,,,,,
<0eb28313-4377-4b16-a319-ae8b95fa7720@iad4s13mta1151.xt.local>,bec,,,,,,,,,,,,,,
<8edaa6f8-d67f-42a0-9ea1-e3853b33e77c@iad4s13mta1145.xt.local>,bec,,,,,,,,,,,,,,
<mwsuja17371395626832662@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<16147241344341663442895@DESKTOP-FMFKRG6>,scam,,,,,,,,,,,,,,
<78de58bf-965e-4cb1-8e82-e34dedb43da1@alibaba.com>,bec,,,,,,,,,,,,,,
<autogen-java-ffbe6b9f-ee6c-45e0-9844-0b18d969800e@google.com>,phishing,,,,,,,,,,,,,,
<826f268d79bd97995af0b912f1456f40223efa@wirepick.com>,phishing,,,,,,,,,,,,,,
<autogen-java-653c26d4-7377-4a9e-89ad-e6735229ab98@google.com>,phishing,,,,,,,,,,,,,,
<202517011248533B5E319813-C9638712BD@sportssurfaceconsulting.com>,phishing,,,,,,,,,,,,,,
<2025170112485307E3FC86F2-4E50E06293@sportssurfaceconsulting.com>,phishing,,,,,,,,,,,,,,
<202517011248539321F76F39$B13ECDE60D@sportssurfaceconsulting.com>,phishing,,,,,,,,,,,,,,
<20251701124852DAC2F25F28$190930100B@sportssurfaceconsulting.com>,phishing,,,,,,,,,,,,,,
<79.35.19554.311CA876@i-055aca9ef69f8c22b.mta1vrest.sd.prd.sparkpost>,phishing,,,,,,,,,,,,,,
<3cfc2c20-396b-4687-a78f-c70f9a394a33@allhotelssearch.net>,phishing,,,,,,,,,,,,,,
<10000413516120190046155@DESKTOP-0BESROO>,scam,,,,,,,,,,,,,,
<86e06865-33ee-4747-9eff-f370f7eaca95@atl1s11mta1094.xt.local>,bec,,,,,,,,,,,,,,
<4YZW4s2zvczyFR@mailrouter-203.lon2.prod.booking.com>,phishing,,,,,,,,,,,,,,
<CAJKZtD=rjbfsUT2LMXWZOdh-EQ6qrmGicK5k920W5BN_HHvahQ@mail.gmail.com>,scam,,,,,,,,,,,,,,
<51d2bbee287f478f8e71a9b53efb4b29@golftec.com>,bec,,,,,,,,,,,,,,
<tryhcz17371395615685344@investingwisejournal.com>,bec,,,,,,,,,,,,,,
<afc4195622e34a6e9be56aa5a449f654@golftec.com>,bec,,,,,,,,,,,,,,
<jUbgEVXESHSeYYQmO6_amg@geopod-ismtpd-27>,scam,,,,,,,,,,,,,,
<4f19060d-5e1b-4f61-838d-79d1884fbbfb@iad4s13mta1147.xt.local>,bec,,,,,,,,,,,,,,
<p25PfTIyT86WURUxRwZaaA@geopod-ismtpd-9>,scam,,,,,,,,,,,,,,
<16d58d8f-b0b4-4638-b3c8-1bfdae4cfec2@iad4s13mta1147.xt.local>,bec,,,,,,,,,,,,,,
<d4110cae-14f6-4237-881c-fde14590a218@DU6PEPF0000A7DD.eurprd02.prod.outlook.com>,scam,,,,,,,,,,,,,,
<129264757.716712508.1737141490299@abmktmail-batch1a.marketo.org>,bec,,,,,,,,,,,,,,
<b6a2c6fb-74e0-463e-9150-a78cbccd72b3@iad4s12mta1185.xt.local>,phishing,,,,,,,,,,,,,,
<CAK-w1dP7W=2q6iPfrwQbQ70_Or5COs9BTN4ZN8vUMSEUWQ+1=w@mail.gmail.com>,scam,,,,,,,,,,,,,,
<cb182c2a-28e1-489a-ae66-1d54a53a9536@iad4s13mta1229.xt.local>,bec,,,,,,,,,,,,,,
<2e2f201d-cab0-49bb-8849-7f0eb34afd88@iad4s12mta1181.xt.local>,phishing,,,,,,,,,,,,,,
<6a343da4-bfdb-4cec-aaea-6e409b31516f@DU6PEPF0000B61B.eurprd02.prod.outlook.com>,scam,,,,,,,,,,,,,,
<1593084125259121435626680@DESKTOP-FMFKRG6>,scam,,,,,,,,,,,,,,
<fb1b632d-13d5-4453-beeb-e06ddf788b3b@atl1s11mta1132.xt.local>,bec,,,,,,,,,,,,,,
<5b55d885-e946-648d-2761-b97eb7713107@gmail.com>,scam,,,,,,,,,,,,,,
<CAJMVk0OG2-6B7H4okhU2Z173udM37up39NinFQLv0Whw34zivg@mail.gmail.com>,bec,,,,,,,,,,,,,,
<d5a19406-c4bb-3c20-7c4e-dbc9d27103ac@gmail.com>,scam,,,,,,,,,,,,,,
<45c6d4fc-b263-46d9-bdad-ba46b2e8096f@iad4s13mta1149.xt.local>,bec,,,,,,,,,,,,,,
<CACpn8MhXOscjdRgq4pqTtA=9RF5ZQW+EgLnF-uc9DYxBrJ1O2Q@mail.gmail.com>,scam,,,,,,,,,,,,,,
<mid-e1a854fff481cd10412db531ef122f08-1775@well.obkwellness.com>,phishing,,,,,,,,,,,,,,
<678a9cf2.050a0220.9f38e.8419@mx.google.com>,scam,,,,,,,,,,,,,,
<161736413640008190915444@DESKTOP-FMFKRG6>,scam,,,,,,,,,,,,,,
<CALiRGbP982GH+a9NAv9NogpsvQK4m6uU954VPZBbvhtD-E--Ew@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<ea1fd8a5-a43d-46b0-a806-a76796b61cd4@fra3s50mta457.xt.local>,phishing,,,,,,,,,,,,,,
<cbcad8d5-1b3d-4714-9d16-a9f178dc48b6@iad4s12mta1185.xt.local>,phishing,,,,,,,,,,,,,,
<10095b91167bc9e5e00dc2169e5b15d4@huansu.wang>,phishing,,,,,,,,,,,,,,
<CACHWwzR5ZuJ0ZhFa9vWA2TXrN2=6=cttewg99eVRG0ft1hr4MA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAB-2awhL=qLSgnAFcchgm1=nKLx-3ew9U5=-FruSt4pNdVm3pw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<1970703a-36c6-4d97-9d19-1fbd5e75f48e@rp.postal.scisummits.info>,bec,,,,,,,,,,,,,,
<64ca66fb-1e4f-40ef-8e33-3bf867d44a60@iad4s12mta1181.xt.local>,phishing,,,,,,,,,,,,,,
<8d31c9df-440e-4f61-a112-2a21b80d41c5@iad4s12mta1181.xt.local>,phishing,,,,,,,,,,,,,,
<784e2ed0-6bc2-40a7-9aa7-3d5b5737f17c@intchmed.org>,bec,,,,,,,,,,,,,,
<45947852-1b32-4bc7-baa1-48be5e40a6e7@yycfacilitysolutions.com>,scam,,,,,,,,,,,,,,
<CALy44yF73QJRsYP+u_dU80giPKaRoHSB+m+oG-6_EXsukFndrw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAJBCmuL1S6Tob+R8ApZZvL8LKjJsq_c-=0_B20aF8O_-eyP7LA@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<CAJBCmuL1S6Tob+R8ApZZvL8LKjJsq_c-=0_B20aF8O_-eyP7LA@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<CAJBCmuL1S6Tob+R8ApZZvL8LKjJsq_c-=0_B20aF8O_-eyP7LA@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<029287f0-492e-54d5-01fb-ce2958c4f11c@gorecruitoperations.com>,scam,,,,,,,,,,,,,,
